,Unnamed: 0,avatar,background_image,bio,followers,following,id,join_date,join_datetime,join_time,likes,location,media,name,private,tweets,url,username,verified
2487,2487,https://pbs.twimg.com/profile_images/1165326729570766848/ojGvTtzY_400x400.jpg,https://pbs.twimg.com/profile_banners/1029362836575637504/1566670518/1500x500,Yawn,7,81,1029362836575637504,14 Aug 2018,14 Aug 2018 6:43 AM,6:43 AM,1788,‘Merica ,555,Naatuq,0,2590,,Natuq2,0
2488,2488,https://pbs.twimg.com/profile_images/2794933593/362ce151ed7387e73e0ed0c536838891_400x400.jpeg,https://pbs.twimg.com/profile_banners/18494804/1398475024/1500x500,"Photojournalist @eastbaytimes @oaktribnews @mercnews Musician, rodeo champ, sailor, traveler, drone pilot. Brush with a Pulitzer or two. There when news breaks.",2682,2436,18494804,30 Dec 2008,30 Dec 2008 5:25 PM,5:25 PM,4768,"Oakland, Calif.",2228,Tyska,0,17181,http://www.eastbaytimes.com,Tyska,1
2489,2489,https://pbs.twimg.com/profile_images/1088079434328883201/OcCy3ask_400x400.jpg,https://pbs.twimg.com/profile_banners/114359090/1541434858/1500x500,"M.A., Ph.D.: @UHouston | @HoustonAlumni Life Member | #ForOurAlmaMaterCheer",518,482,114359090,14 Feb 2010,14 Feb 2010 8:16 PM,8:16 PM,3749,,118,Our Brand is Crisis,0,1529,,RBrandIsCrisis,0
2490,2490,https://pbs.twimg.com/profile_images/585643367792582656/ggt3hZmx_400x400.jpg,https://pbs.twimg.com/profile_banners/14597662/1400398892/1500x500,"Founder, Chief Editor On Line Opinion. Online pollster, political commentator and occasional strategist,  new media enthusiast. Surfer, father and musician.",11215,11844,14597662,30 Apr 2008,30 Apr 2008 1:00 AM,1:00 AM,2922,Brisbane,146,Graham Young,0,13162,http://ambitgambit.com/,GrahamY,0
2491,2491,https://pbs.twimg.com/profile_images/2991482006/6444950ffbde246155cd76909365e893_400x400.png,https://pbs.twimg.com/profile_banners/29819952/1408121812/1500x500,"Local government midwestern suburb near Kansas City, Mo. Lee's Summit is the 6th largest city in MO, population nearly 100,000 & 65 sq mls. NOT MONITORED 24/7",9422,94,29819952,8 Apr 2009,8 Apr 2009 2:03 PM,2:03 PM,567,"Lee's Summit, Missouri",1093,City of Lee's Summit,0,2706,http://www.cityofls.net,cityofLS,1
2492,2492,https://pbs.twimg.com/profile_images/1170530082957516800/cP15F9kk_400x400.jpg,https://pbs.twimg.com/profile_banners/980419476519665666/1567911061/1500x500,💿 NEW Album PNEUMA OUT NOW!                              🌎 ALL SHOWS HAVE BEEN RESCHEDULED TO SEPT 👕 OFFICIAL MERCH STORE CLICK BELOW👇,466,6,980419476519665666,1 Apr 2018,1 Apr 2018 5:19 AM,5:19 AM,246,,176,Monochromatic Black,0,308,https://monochromaticblack.bigcartel.com/,MonochromaticBl,0
2493,2493,https://pbs.twimg.com/profile_images/1245024014436896771/j8Awqv5V_400x400.jpg,https://pbs.twimg.com/profile_banners/950175742964523008/1516683173/1500x500,"The precipice of possibility. Writer, podcaster, gamer. Opinions are mine; facts are for everyone. She/They #SelfCareForVillains #AaronWantsHisNameHere",189,125,950175742964523008,7 Jan 2018,7 Jan 2018 5:22 PM,5:22 PM,4150,,169,Thursday's Childe has far to go...,0,1931,,EreikaWritesFic,0
2494,2494,https://pbs.twimg.com/profile_images/1206133440648744961/7q3jl_Xd_400x400.jpg,https://pbs.twimg.com/profile_banners/49873766/1500492981/1500x500,"Performing magic in the cloud. Designer, creator, gamer, hacker, consultant. I'm big in Japan. ",1773,618,49873766,22 Jun 2009,22 Jun 2009 8:39 PM,8:39 PM,13,United States,241,Richard Ward,0,8168,https://www.vqtx.com,zeampvqtx,0
2495,2495,https://pbs.twimg.com/profile_images/840172287659761665/dHR7FqWf_400x400.jpg,https://pbs.twimg.com/profile_banners/29438833/1587334193/1500x500,GM of Global Poker. All views my own and not of or on behalf of my employer. Wrote a novel: http://mybook.to/victorgreen  or http://mybook.to/victorgreenkindle …,796,1316,29438833,7 Apr 2009,7 Apr 2009 5:40 AM,5:40 AM,7214,Dublin,398,David Lyons,0,6179,http://www.reelmapped.com,kalooki,0
2496,2496,https://pbs.twimg.com/profile_images/1218385118525452288/TapA9lGw_400x400.jpg,https://pbs.twimg.com/profile_banners/1558763054/1494307614/1500x500,"singer/writer, co-founder gitana soul, music in link below ♥️",374,495,1558763054,30 Jun 2013,30 Jun 2013 12:30 PM,12:30 PM,5706,,171,molly,0,1041,https://open.spotify.com/artist/6eAGyGhd66M90VgJdwgBZP?si=E4QbInd0,mollyleyba,0
2497,2497,https://pbs.twimg.com/profile_images/1194267888057798656/6bFfCDfb_400x400.jpg,https://pbs.twimg.com/profile_banners/70990216/1588860866/1500x500,"Certified Media Analyst. .Freelance journalist, actor. Protect abandonned animals. https://www.bloglovin.com/@mariomercier ",2555,2991,70990216,2 Sep 2009,2 Sep 2009 8:23 AM,8:23 AM,12413,Québec Canada,3525,Mario Mercier,0,89498,https://www.youtube.com/channel/UCfGdX0qTaKjq2znG0eouz8A,tvmario,0
2498,2498,https://pbs.twimg.com/profile_images/1210656184497299460/6qfqHJPJ_400x400.jpg,,Born a Socialist Die a Socialist won't apologise for fighting for Women's rights tweets are my own personal opinions retweets are not an endorsement,4490,4935,743491468086632448,16 Jun 2016,16 Jun 2016 10:12 AM,10:12 AM,112407,"Wales, United Kingdom",656,Mac Hawkins #girlyswot🕷️ #GreersLaw #BackTo60,0,105216,,Hawkins2Mac,0
2499,2499,https://pbs.twimg.com/profile_images/612456903361179648/j4McJAiS_400x400.jpg,https://pbs.twimg.com/profile_banners/3102245372/1535781227/1500x500,"Dingbats will be muted ""Trump Rocks!"" #MAGA #TRUMP2020 #CONSERVATIVE #PATRIOT #KAG2020 #MCGA #BuildTheWall @OANN IFBP @DeAnna4Congress",8407,8766,3102245372,21 Mar 2015,21 Mar 2015 4:19 PM,4:19 PM,63039,,4028,G Roberts,0,96946,,Tech01Audio,0
2500,2500,https://pbs.twimg.com/profile_images/1243589739980247041/i1HD20lN_400x400.jpg,https://pbs.twimg.com/profile_banners/3828855646/1583967838/1500x500,"“The U.S. is now a rudderless ship on a sea of coronavirus interstitial double-pneumonia.” - Thal, March 10, 2020",376,1743,3828855646,30 Sep 2015,30 Sep 2015 5:31 PM,5:31 PM,62152,Ha-shikkuts Meshomem,2433,IamTHAL,0,50719,https://sites.google.com/view/stayhomesavelives/home,NoplaceReally,0
2501,2501,https://pbs.twimg.com/profile_images/1142394536649482243/DOFaTSt-_400x400.jpg,https://pbs.twimg.com/profile_banners/1454615678/1561203265/1500x500,"Teacher. Father. Traveler. Finally living back in my hometown of Toronto, after many years studying, living, and working abroad. #WeTheNorth",21,76,1454615678,24 May 2013,24 May 2013 9:10 AM,9:10 AM,16,,9,Wafi Abdulla,0,176,,wafi_abdulla,0
2502,2502,https://pbs.twimg.com/profile_images/1237894484970504198/DvBVTAy2_400x400.jpg,https://pbs.twimg.com/profile_banners/799426280/1582245360/1500x500,"Mom of 4, Grandma of 4, Wife of 1; Semi-Retired Ultrasonographer",943,1133,799426280,2 Sep 2012,2 Sep 2012 7:01 PM,7:01 PM,34824,North Carolina,558,Suzanne W **Staying home** 🌊🌊 😷😷😷,0,80261,,TwitZanne,0
2503,2503,https://pbs.twimg.com/profile_images/1047902303083216896/HJYQChBJ_400x400.jpg,https://pbs.twimg.com/profile_banners/15945265/1446559723/1500x500,"Life Entrepreneur & Sales Guy. Take a deep breath and then let me know what's on your mind. You have questions, I have answers.",147,268,15945265,22 Aug 2008,22 Aug 2008 7:24 AM,7:24 AM,1181,"Boston, MA",615,bostonmcgrath,0,2872,,bostonmcgrath,0
2504,2504,https://pbs.twimg.com/profile_images/1093991627071389701/6lRqpW2h_400x400.jpg,,Got 99 problems and Brexit’s the route cause of most of them.,8,27,1093990733764313088,8 Feb 2019,8 Feb 2019 1:51 PM,1:51 PM,111,,37,inconvenient remoaner,0,180,,inconvenientre2,0
2505,2505,https://pbs.twimg.com/profile_images/1231092131835498496/RuN39-2j_400x400.jpg,https://pbs.twimg.com/profile_banners/29692942/1434408388/1500x500,Paediatrician & Health Systems Epidemiologist | PhD @JohnsHopkinsSPH | Currently @MenziesResearch & @MCRI_for_kids,697,1252,29692942,8 Apr 2009,8 Apr 2009 4:12 AM,4:12 AM,4407,"Dili, Timor-Leste",49,Nick Fancourt,0,1419,,Fantwit,0
2506,2506,https://pbs.twimg.com/profile_images/1203827831115059200/awzQPrcq_400x400.jpg,https://pbs.twimg.com/profile_banners/25408317/1521418504/1500x500,#Runner for @brooksrunningCA & @nuunhydration - Leader of the Back of the Pack || Always Earned Never Given ||,647,949,25408317,19 Mar 2009,19 Mar 2009 4:23 PM,4:23 PM,11804,Ontario,1074,Jodie,0,17633,http://www.justmejodie.com,justmejodie,0
2507,2507,https://pbs.twimg.com/profile_images/1242660622103445504/lxnu37NL_400x400.jpg,https://pbs.twimg.com/profile_banners/1182422166488399872/1570747634/1500x500,Tech Stock Investor - Please do your own research this is not investment advice and retweets are not an endorsements.,258,709,1182422166488399872,10 Oct 2019,10 Oct 2019 3:27 PM,3:27 PM,2117,,146,Techstocks,0,6840,,Techstocks5,0
2508,2508,https://pbs.twimg.com/profile_images/1248623172615680002/6gj19i1G_400x400.jpg,https://pbs.twimg.com/profile_banners/25781406/1585276098/1500x500,2nd-gen #Greek . she/her #Feminist . Tweets: #Academia #Suicideprevention #MentalIllness #IndigenousMentalHealth and #Politics . Views my own. English/Français,1456,2673,25781406,21 Mar 2009,21 Mar 2009 9:35 PM,9:35 PM,20192,Traditional&unceded territory,156,GeorgiaVPhD,0,18664,,georgiavphd,0
2509,2509,https://pbs.twimg.com/profile_images/1225275672895139841/Zx1_x-1K_400x400.jpg,https://pbs.twimg.com/profile_banners/199150561/1574454142/1500x500,Out here trying to find answers and bring them to yall. Doing my work like Auntie Iylana asks. PVAMU.  Cut off game strong.,194,578,199150561,5 Oct 2010,5 Oct 2010 9:31 PM,9:31 PM,6992,In My Bag,830,Supa. Brown. Dupa. Skin. Fly. Girl.,0,31643,,cocolov13,0
2510,2510,https://pbs.twimg.com/profile_images/1257333271853035520/PP3F2Fk__400x400.jpg,https://pbs.twimg.com/profile_banners/902276340/1588606587/1500x500,I TALK TO DOGS & CATS and I fight for what is right in this world! #ZSHQ #EndBSL #TheAviators #TheRuffRiderz #BarnyardLawyer http://PayPal.me/BellaandVinnie ,5517,3190,902276340,24 Oct 2012,24 Oct 2012 10:48 AM,10:48 AM,185882,"Portland, Oregon",10300,"Bella, Vinnie & Mom 🐩🐕👗",0,223625,,marilynwinders,0
2511,2511,https://pbs.twimg.com/profile_images/954056209216176128/0--KKfKn_400x400.jpg,https://pbs.twimg.com/profile_banners/1072467470/1490728634/1500x500,Representing NY’s 18th Cong’l Dist. Husband & dad w/ 3 amazing kids. Goal is to remain adult in Washington. Working on Intel to keep USA safe & free. 🇺🇸🏳️‍🌈,117278,1969,1072467470,8 Jan 2013,8 Jan 2013 5:00 PM,5:00 PM,2761,"Cold Spring, NY",1819,Sean Patrick Maloney,0,7093,http://seanmaloney.house.gov/,RepSeanMaloney,1
2512,2512,https://pbs.twimg.com/profile_images/1145163745515188224/IQwF9cCs_400x400.jpg,,,77,305,749621072601821184,3 Jul 2016,3 Jul 2016 8:09 AM,8:09 AM,1421,,194,Janice Perea,0,1172,,PereaJanice,0
2513,2513,https://pbs.twimg.com/profile_images/755776123712200704/Pa97aSGU_400x400.jpg,https://pbs.twimg.com/profile_banners/163927728/1469025640/1500x500,"Tune in to CTV News LIVE weeknights at 4:30p and again at 5:30, 8:30 and 11:30p. Check out additional programming here: http://pgctv.org/schedule  #PGCo #MoCo",2838,777,163927728,7 Jul 2010,7 Jul 2010 9:29 AM,9:29 AM,1036,"Prince George's County Md., US",3150,PGCTV,0,9830,http://www.pgctv.org,PGCTV,0
2514,2514,https://pbs.twimg.com/profile_images/559076200899821569/Y7TCzoRR_400x400.jpeg,https://pbs.twimg.com/profile_banners/17156174/1402582469/1500x500,co-founder & developer @securedatakit and @standardcode,500,171,17156174,4 Nov 2008,4 Nov 2008 6:01 AM,6:01 AM,5896,Atlanta,691,Jonathan Nesbitt,0,8768,,jonnynezbo,0
2515,2515,https://pbs.twimg.com/profile_images/1244038206921695234/f-BNqjDd_400x400.jpg,https://pbs.twimg.com/profile_banners/1178717717471227904/1586586178/1500x500,"I like to cook ,clean, exercising . and do other things in my free time. and maybe art stuff? my art friends @kuti_pi @AnimatorHector @SCarrot625",35,215,1178717717471227904,30 Sep 2019,30 Sep 2019 10:06 AM,10:06 AM,1183,,12,PerfumeSensesNo.2,0,530,,perfumesensesno,0
2516,2516,https://pbs.twimg.com/profile_images/1244111628741693440/sxlD0U8B_400x400.jpg,https://pbs.twimg.com/profile_banners/1072843665779843072/1572484251/1500x500,"new account, starting over 🌱 tattoo lover & makeup artist 💄",15,53,1072843665779843072,12 Dec 2018,12 Dec 2018 5:20 AM,5:20 AM,617,"California, USA",0,Natalie Van Cleave,0,426,,misssnatalieann,0
2517,2517,https://pbs.twimg.com/profile_images/1263116254417649665/ihKYymqZ_400x400.jpg,https://pbs.twimg.com/profile_banners/1192581488900018177/1581631323/1500x500,𝙰𝚕𝚕𝚊𝚑 𝚒𝚜 𝚠𝚒𝚝𝚑 𝚝𝚑𝚎 𝚋𝚎𝚕𝚒𝚎𝚟𝚎𝚛𝚜 – 𝙰𝚕 𝚀𝚞𝚛𝚊𝚗 𝟾:𝟷𝟿,31,65,1192581488900018177,7 Nov 2019,7 Nov 2019 3:16 PM,3:16 PM,264,,70,𝓑𝓪𝓶𝓫𝓲 🙆🏽‍♀️,0,289,,rime_ber,0
2518,2518,https://pbs.twimg.com/profile_images/1198310075980484609/S0eHeooY_400x400.jpg,https://pbs.twimg.com/profile_banners/19567173/1574609605/1500x500,Lucky husband and father working to make Mississippi a better place.  Proud @HaleyBarbour and @PhilBryantMS alum.  Chairman @MSGOP,2233,1566,19567173,26 Jan 2009,26 Jan 2009 4:00 PM,4:00 PM,5514,"Mississippi, USA",139,Lucien Smith,0,1919,http://msgop.org/about-us/#chairman,LucienSmith,1
2519,2519,https://pbs.twimg.com/profile_images/1182307040120758272/7MP7BxUZ_400x400.jpg,https://pbs.twimg.com/profile_banners/729065428710883328/1570718940/1500x500,"Mother of 2, President of the Asgard Green Co-op Board of Directors. To build a better tomorrow we need to invest in today.",99,259,729065428710883328,7 May 2016,7 May 2016 2:48 PM,2:48 PM,1306,,166,Karee Koebel,0,815,,KoebelKaree,0
2520,2520,https://pbs.twimg.com/profile_images/1115272947965366272/ECpWo6m2_400x400.jpg,https://pbs.twimg.com/profile_banners/989591588/1555800474/1500x500,Scooter aficionado from the Great White North. Blood Donor (x545) @BeaglePaws Dog Fosterer #YegScooter #Vespa @CrudeCitySC scooter gang affiliation. #ThinkBike,572,2411,989591588,4 Dec 2012,4 Dec 2012 1:09 PM,1:09 PM,4099,"Edmonton, Alberta, Canada",1328,Paul S,0,4631,,ScooterMojo,0
2521,2521,https://pbs.twimg.com/profile_images/2011898367/scan0001_400x400.jpg,https://pbs.twimg.com/profile_banners/542835996/1398388723/1500x500,,9,40,542835996,1 Apr 2012,1 Apr 2012 11:25 AM,11:25 AM,66,,36,Anomieus,0,318,,Anomieus,0
2522,2522,https://pbs.twimg.com/profile_images/660140342986055680/uTLCmBxG_400x400.jpg,,"Dad , teacher, international development worker. Lead Education Adviser @vso_intl and members of  @meshguides @teachersfor2030",1527,1311,258810831,28 Feb 2011,28 Feb 2011 7:10 AM,7:10 AM,1857,,423,Purna Kumar Shrestha,0,3505,,purnashrestha,0
2523,2523,https://pbs.twimg.com/profile_images/1191089145294118913/lGoA4ek0_400x400.jpg,https://pbs.twimg.com/profile_banners/17090188/1581530959/1500x500,“That” Assistant Professor | “The” Plug for students of African descent | “This” EP of @FacadePodcast | Specialize in reverse gaslighting | Tweets are mine.,1252,199,17090188,31 Oct 2008,31 Oct 2008 12:00 PM,12:00 PM,12239,8 More Than 92,3203,🇨🇲 B. Keith Hotchkins,0,34312,https://podcasts.apple.com/us/podcast/facade-podcast/id1455148373,DrBHotchkins,0
2524,2524,https://pbs.twimg.com/profile_images/883079812499296260/lif0Xzb6_400x400.jpg,https://pbs.twimg.com/profile_banners/98273425/1558043671/1500x500,Evening Anchor/Managing Editor at @wpdeabc15 & Investigative #Storyteller. Diagnosed with #POTS and still anchoring the news: https://bit.ly/33Nfn4r ,3406,762,98273425,20 Dec 2009,20 Dec 2009 7:36 PM,7:36 PM,4580,"Myrtle Beach, SC",1804,Summer Dashe,0,8585,http://summerdashe.com,SummerDashe,1
2525,2525,https://pbs.twimg.com/profile_images/1259523389955493888/jNw9DAtv_400x400.jpg,https://pbs.twimg.com/profile_banners/1194025990504226821/1589061767/1500x500,"Realtor in Austin. I can help you buy, sell, and rent property in Texas. License #736407 w/Commerce Realty  Author of How Not to Sell: A Sales Survival Guide.",15,40,1194025990504226821,11 Nov 2019,11 Nov 2019 2:56 PM,2:56 PM,94,"Austin, TX",0,Rashad Daoudi,0,21,,RealtorRashad,0
2526,2526,https://pbs.twimg.com/profile_images/609050679080964096/xo7H6J2e_400x400.jpg,https://pbs.twimg.com/profile_banners/1018548692/1410065320/1500x500,"Texas Tech Alumna, High School Orchestra Director, Dallas Salsera y Bachatera",234,324,1018548692,17 Dec 2012,17 Dec 2012 3:23 PM,3:23 PM,3565,"Richardson, TX",126,Adrianna Garza,0,766,,BehindThePodium,0
2527,2527,https://pbs.twimg.com/profile_images/1238473290492116997/N9yTVdTN_400x400.jpg,https://pbs.twimg.com/profile_banners/1548163988/1494853936/1500x500,"FormerNavy bodybuilder -Elite Powerlifter, Vice President of OPS SDVOSB #sprintcardriver #born in Alabama#RTR #ROLLTIDE",341,464,1548163988,26 Jun 2013,26 Jun 2013 6:05 AM,6:05 AM,4053,"Rixeyville,Va. - Laird Estate ",506,Navy Veteran🏎💪🏎🇺🇸🇺🇸🇺🇸,0,3296,http://www.navy.com,sprintcat9,0
2528,2528,https://pbs.twimg.com/profile_images/1236770162201767937/9UtQqWcH_400x400.jpg,https://pbs.twimg.com/profile_banners/367361277/1561628457/1500x500,,253,267,367361277,3 Sep 2011,3 Sep 2011 2:01 PM,2:01 PM,15281,,361,MT,0,14758,,mihirt25,0
2529,2529,https://pbs.twimg.com/profile_images/917150052354809858/85_QpsUb_400x400.jpg,https://pbs.twimg.com/profile_banners/917146669535375360/1507500586/1500x500,Last bitch alive.,222,1285,917146669535375360,8 Oct 2017,8 Oct 2017 2:56 PM,2:56 PM,3578,The final frame. ,120,👻Finalgirrrl👻,0,807,,finalgirrrl,0
2530,2530,https://pbs.twimg.com/profile_images/1208182703935442944/1QLc6JlZ_400x400.jpg,https://pbs.twimg.com/profile_banners/3168583067/1576888234/1500x500,"Does it depress you, commissioner?🙈",6,3,3168583067,14 Apr 2015,14 Apr 2015 11:06 PM,11:06 PM,29,,16,abracadvre,0,126,,datboiabra,0
2531,2531,https://pbs.twimg.com/profile_images/1239181258208526336/28F7n7K0_400x400.jpg,,"“It’s your road and yours alone. Others may walk it with you, but no one can walk it for you.“Rumi",830,390,1167562139789352962,30 Aug 2019,30 Aug 2019 3:18 PM,3:18 PM,28137,,519,Shazism,0,13640,,MehJohar,0
2532,2532,https://pbs.twimg.com/profile_images/900891210625171456/ruEk_w42_400x400.jpg,https://pbs.twimg.com/profile_banners/307216462/1503624159/1500x500,@Trailblazers @Cubs @OregonFootball,241,423,307216462,29 May 2011,29 May 2011 12:07 AM,12:07 AM,15161,"Left Coast, USA",0,Nilrok,1,9483,,TheRealNilrok,0
2533,2533,https://pbs.twimg.com/profile_images/1103595992635588608/QvNWqBek_400x400.jpg,,I may look old and broken. Look closely and you will see that I am a Winner.,148,111,1103594910102499328,7 Mar 2019,7 Mar 2019 1:55 AM,1:55 AM,7276,,47,Reddimart,0,6368,,Reddimart1,0
2534,2534,https://pbs.twimg.com/profile_images/1170011599010226177/Xf59jTT1_400x400.jpg,https://pbs.twimg.com/profile_banners/426235324/1547175502/1500x500,actress. internet and carb addict. insomniac. writer . http://imdb.to/1CMMyCH  🎬: #TheHead @HboAsia @HuluJapan,1105,1856,426235324,1 Dec 2011,1 Dec 2011 4:33 PM,4:33 PM,8870,dublin,131,olga wehrly,0,2463,http://www.imdb.com/name/nm2157942/,olgawehrly,0
2535,2535,https://pbs.twimg.com/profile_images/824739719728685056/DqBw13Iq_400x400.jpg,https://pbs.twimg.com/profile_banners/824737953284919296/1485468258/1500x500,We are committed to healing the Rio Grande neighborhood by advocating for Utah's homeless community.,163,384,824737953284919296,26 Jan 2017,26 Jan 2017 1:57 PM,1:57 PM,255,,467,Pioneer Park Coalition,0,912,http://www.pioneerpark.co,PioneerParkCo,0
2536,2536,https://pbs.twimg.com/profile_images/1175091144419631110/a0LbHmUN_400x400.jpg,https://pbs.twimg.com/profile_banners/34478789/1395543233/1500x500,queer she/her Of course my opinions are my own!,833,2017,34478789,22 Apr 2009,22 Apr 2009 6:24 PM,6:24 PM,52859,,297,sufferin,0,67025,,DufferinRider,0
2537,2537,https://pbs.twimg.com/profile_images/1255102899576700950/LRMF_JGD_400x400.jpg,https://pbs.twimg.com/profile_banners/1127664673816334336/1589055696/1500x500,"Updates from The Las Vegas Strip! #OnlyVegas #VGK #Raiders #RowdyNation ▶️ “Whatever happens in Vegas, stays in Vegas” 🎰🎲 Follow Me👆DM ME 📩 $lasvegasvlog",1507,479,1127664673816334336,12 May 2019,12 May 2019 12:59 PM,12:59 PM,8238,"Las Vegas, NV",175,Las Vegas VLOG 🎰🎲,0,915,https://youtube.com/LasVegasVLOG,LasVegasVLOG,0
2538,2538,https://pbs.twimg.com/profile_images/1257455004757176321/Mp0wQwSt_400x400.jpg,https://pbs.twimg.com/profile_banners/4889188660/1588365975/1500x500,"Proud Canadian/American, Jew, Conservative, Photographer, Gun owner.     founder of @ElectTories  RT≠ endorsement",2916,559,4889188660,8 Feb 2016,8 Feb 2016 9:45 AM,9:45 AM,57367,"Montréal, Québec",1176,Yaakov Pollak,0,26478,http://yaakovpollak.ca,Yanky_Pollak,0
2539,2539,https://pbs.twimg.com/profile_images/1028717928365973505/0v4JtMuq_400x400.jpg,https://pbs.twimg.com/profile_banners/1028716865886007297/1535568783/1500x500,we could have done this over e-mail,41,669,1028716865886007297,12 Aug 2018,12 Aug 2018 11:56 AM,11:56 AM,1348,"Green Bay, WI",61,Charlie Bauer,0,765,,CharlieBauer15,0
2540,2540,https://pbs.twimg.com/profile_images/1807538765/image_400x400.jpg,,PLEASE! Do Not Equate RT's or Likes as Agreements or Endorsements. Can be RABID if Provoked! “FORTIS FORTUNA ADIUVAT” #USMC #Forever44 (Pragmatist),1129,2196,216677271,17 Nov 2010,17 Nov 2010 4:32 AM,4:32 AM,28423,,1343,DevilDoggg,0,108296,,DevilDoggg,0
2541,2541,https://pbs.twimg.com/profile_images/1053735770693885952/02j9yjHJ_400x400.jpg,https://pbs.twimg.com/profile_banners/225977098/1584235422/1500x500,Vice President & Director for Nuclear Policy @PacificForum. Former @CSIS. #deterrence #nonproliferation #Asia #Europe. Usual caveats. Email: david@pacforum.org,4348,970,225977098,12 Dec 2010,12 Dec 2010 4:16 PM,4:16 PM,11133,"Honolulu, HI",1216,David Santoro,0,31276,,DavidSantoro1,0
2542,2542,https://pbs.twimg.com/profile_images/1229198544331997189/HnjEWZRq_400x400.jpg,https://pbs.twimg.com/profile_banners/20311757/1573234052/1500x500,"Few times I've been around that track So it's not just gonna happen like that I aint no follow back girl, I aint no follow back girl.",331,244,20311757,7 Feb 2009,7 Feb 2009 6:29 AM,6:29 AM,230,,365,Tyefighter,0,14161,,tyefighter,0
2543,2543,https://pbs.twimg.com/profile_images/1235149867/coppi_en_la_cocina_019_400x400.jpg,https://pbs.twimg.com/profile_banners/247574867/1569617550/1500x500,,222,1644,247574867,4 Feb 2011,4 Feb 2011 6:51 PM,6:51 PM,7964,:),474,Luisa Fernanda,0,3799,,luisalemus49,0
2544,2544,https://pbs.twimg.com/profile_images/579040267518500865/LhKXoDLa_400x400.jpg,,LOVE AMERICA! KEEP HER FREE! ❤️Constitution ♥️ JUST STAND ! 🇺🇸 Support ALL Law Enforcement 👮‍♀️♥️ Freedom ❤️ GOD Bless America !,3112,3475,2513435397,27 Apr 2014,27 Apr 2014 2:42 PM,2:42 PM,5362,,104,♥️,0,30273,,Love_America2,0
2545,2545,https://pbs.twimg.com/profile_images/822933310347169793/5wqBjox1_400x400.jpg,https://pbs.twimg.com/profile_banners/852096720/1554726438/1500x500,"Vice President, Immigration Policy, Center for American Progress @amprog/@capaction. Formerly @HouseJudDems @aclu @AmeriCorpsNCCC All views my own. He/Him/His",4932,1524,852096720,28 Sep 2012,28 Sep 2012 7:33 PM,7:33 PM,11077,"Washington, DC",1532,Tom Jawetz,0,17704,https://www.americanprogress.org/about/staff/jawetz-tom/bio/,TomJawetz,0
2546,2546,https://pbs.twimg.com/profile_images/1220901704717283329/uA-svC9R_400x400.jpg,https://pbs.twimg.com/profile_banners/1220901176176193537/1585618095/1500x500,Calling it like I see it which makes me a #NeverTrumper. An American that is #RidenWithBiden to drain the corrupt swamp of the Trump Administration. #JoeBiden,81,122,1220901176176193537,24 Jan 2020,24 Jan 2020 6:48 PM,6:48 PM,1437,,487,Unbias,0,1350,,Unbias19,0
2547,2547,https://pbs.twimg.com/profile_images/1262379689248776201/K5Yiug0l_400x400.jpg,https://pbs.twimg.com/profile_banners/1188514779834523649/1589894693/1500x500,"Technologist. Behavioral Health Advocate. Investigative Reporter. Modern day Hardy Boy, identifies as Nancy Drew. My opinions evolve with data. Tips? 8333368013",399,437,1188514779834523649,27 Oct 2019,27 Oct 2019 10:56 AM,10:56 AM,3664,,997,Ali Eslami,0,8429,,techjoffrey,0
2548,2548,https://pbs.twimg.com/profile_images/1083723022400315394/MfntDNuM_400x400.jpg,https://pbs.twimg.com/profile_banners/356418803/1399074156/1500x500,well.. there is too much to say here... so i will tweet it,86,603,356418803,16 Aug 2011,16 Aug 2011 1:39 PM,1:39 PM,2771,Toronto ,290,ThatCanadianSOB,0,2458,http://www.youtube.com/user/MrLeeFind?feature=mhee,ThatCanadianSOB,0
2549,2549,https://pbs.twimg.com/profile_images/799741724667052032/uf7Pv43h_400x400.jpg,,"realistic optimist, public servant, passionate about the social, natural and built environment, views are my own",270,520,493650327,15 Feb 2012,15 Feb 2012 5:25 PM,5:25 PM,4262,"Ottawa, Ontario",50,Julie Waddell Smth,0,488,,SmthJulie,0
2550,2550,https://pbs.twimg.com/profile_images/1218692790319644672/PRPkxtC__400x400.jpg,https://pbs.twimg.com/profile_banners/358025169/1455088554/1500x500,Fan of @RRWWE & @ChimaerasRage Anime/Comic/Nature/space/Manga/Nascar Fan. Get to know me before you pass your judgement.,1186,1197,358025169,19 Aug 2011,19 Aug 2011 12:42 AM,12:42 AM,26138,Not Telling,10300,★.Iᥒvιsιbᥣᥱ Gιrᥣ. ★,0,105625,http://www.pinterest.com/BlazeInferno10/,BlazexInferno,0
2551,2551,https://pbs.twimg.com/profile_images/1142252232034754561/Hl-_Zklv_400x400.jpg,https://pbs.twimg.com/profile_banners/780916489/1561169158/1500x500,Education Counselor,17,50,780916489,25 Aug 2012,25 Aug 2012 12:16 PM,12:16 PM,477,"New Jersey, USA",87,Mingo,0,597,,MingoBiz,0
2552,2552,https://pbs.twimg.com/profile_images/1188386737388544001/eY_jGqYH_400x400.jpg,,Sorry Previous account suspended for saying something really tame against Virgin Airlines - but back up again...tweets are my own - cos my employer hates me.,80,180,1187856751992786944,25 Oct 2019,25 Oct 2019 3:21 PM,3:21 PM,2903,,132,David Baron2,0,2008,,the_outraged,0
