bot,verified,geo_enabled,default_profile,has_description,len_en,followers,friends,listed_count,likes,tweets
1,0.0,0.0,0.0,1,1,1,40,0,12,17
1,0.0,0.0,1.0,1,1,1,3,0,6,5
1,0.0,0.0,1.0,0,1,0,0,0,0,3
1,0.0,0.0,1.0,0,1,0,1,0,0,9
1,0.0,0.0,1.0,0,1,0,2,0,0,1
1,0.0,0.0,1.0,0,1,5,557,0,102,241
1,0.0,0.0,1.0,0,1,0,7,0,1,2
1,0.0,0.0,1.0,0,1,2,34,0,6,17
1,0.0,0.0,1.0,0,1,3,23,0,130,131
1,0.0,0.0,1.0,1,1,7,75,0,0,4
1,0.0,0.0,1.0,1,0,11,22,0,43,14
1,0.0,0.0,1.0,1,1,7,65,0,3,5
1,0.0,0.0,1.0,0,1,16,130,0,235,41
1,0.0,0.0,1.0,0,1,1,1,0,0,2
1,0.0,0.0,1.0,0,1,1,212,0,232,169
1,0.0,0.0,1.0,1,1,193,879,0,10,9
1,0.0,0.0,1.0,0,1,3,453,0,100,109
1,0.0,0.0,1.0,0,1,1,27,0,7,9
1,0.0,0.0,1.0,1,1,6,93,0,0,7
1,0.0,0.0,1.0,1,1,0,13,0,7,16
1,0.0,0.0,1.0,1,1,1,17,0,18,18
1,0.0,0.0,1.0,0,1,0,4,0,1,1
1,0.0,0.0,1.0,0,1,14,81,0,52,200
1,0.0,0.0,1.0,0,1,2,377,0,71,70
1,0.0,0.0,1.0,0,1,0,0,0,0,2
1,0.0,1.0,1.0,1,1,17,133,0,36,14
1,0.0,0.0,1.0,1,1,5,31,0,0,189
1,0.0,0.0,1.0,0,1,1,54,0,2,5
1,0.0,0.0,1.0,1,1,0,0,0,0,23
1,0.0,0.0,1.0,1,1,3,25,0,7,8
1,0.0,0.0,1.0,1,1,6,50,0,72,65
1,0.0,0.0,1.0,1,1,17,86,0,156,87
1,0.0,0.0,1.0,1,1,1,5,0,3,8
1,0.0,0.0,1.0,1,1,1,9,0,15,14
1,0.0,0.0,1.0,1,1,0,13,0,19,14
1,0.0,0.0,1.0,0,1,5,432,0,85,160
1,0.0,0.0,1.0,1,1,1,0,0,5,12
1,0.0,0.0,1.0,1,1,0,16,0,17,20
1,0.0,0.0,1.0,1,1,1,16,0,19,23
1,0.0,0.0,1.0,1,1,1,2,0,4,10
1,0.0,0.0,1.0,1,1,23,180,0,0,13
1,0.0,0.0,1.0,1,1,1,20,0,42,26
1,0.0,0.0,1.0,0,1,3,391,0,53,166
1,0.0,0.0,1.0,0,1,2,19,0,4,5
1,0.0,0.0,1.0,1,1,0,44,0,0,1
1,0.0,0.0,1.0,0,1,0,27,0,0,4
1,0.0,0.0,1.0,1,1,34,253,0,18,2
1,0.0,0.0,1.0,0,1,0,30,0,43,124
1,0.0,0.0,1.0,1,1,1,5,0,5,11
1,0.0,0.0,1.0,0,1,0,0,0,0,1
1,0.0,0.0,1.0,1,1,1,3,0,9,12
1,0.0,0.0,1.0,0,1,1,28,0,17,21
1,0.0,0.0,1.0,1,1,1,10,0,3,8
1,0.0,0.0,1.0,0,1,0,66,0,27,3
1,0.0,0.0,1.0,0,1,4,15,0,4,18
1,0.0,0.0,1.0,1,1,1,20,0,7,20
1,0.0,0.0,1.0,1,1,1,0,0,0,440
1,0.0,0.0,1.0,1,1,5,16,0,119,66
1,0.0,0.0,1.0,0,1,0,1,0,0,3
1,0.0,0.0,1.0,0,1,0,4,0,0,17
1,0.0,0.0,1.0,1,1,0,8,0,21,31
1,0.0,0.0,1.0,1,1,445,887,0,213,306
1,0.0,0.0,1.0,0,1,13,241,0,331,170
1,0.0,0.0,1.0,0,1,9,954,0,357,418
1,0.0,0.0,1.0,0,1,0,0,0,0,19
1,0.0,0.0,1.0,0,1,6,132,0,0,10
1,0.0,0.0,1.0,1,1,2,9,0,2,8
1,0.0,0.0,1.0,0,1,0,71,0,61,23
1,0.0,0.0,1.0,0,1,0,0,0,0,65
1,0.0,0.0,1.0,1,1,34,286,0,1,2
1,0.0,0.0,1.0,0,1,2,69,0,52,15
1,0.0,0.0,1.0,1,1,5,18,0,157,129
1,0.0,0.0,1.0,0,1,11,57,0,44,176
1,0.0,0.0,1.0,0,1,0,0,0,0,2
1,0.0,0.0,1.0,0,1,0,14,0,0,14
1,0.0,0.0,1.0,0,1,0,0,0,0,2
1,0.0,0.0,1.0,1,1,5,35,0,5,29
1,0.0,0.0,0.0,1,1,0,0,0,2,72
1,0.0,0.0,0.0,1,1,0,7,0,0,62
1,0.0,0.0,1.0,0,0,23,58,0,4,6
1,0.0,0.0,1.0,1,0,56,17,0,58,29
1,0.0,0.0,1.0,0,1,30,208,0,1,25
1,0.0,0.0,1.0,1,0,1,221,0,7,24
1,0.0,0.0,1.0,1,1,0,0,0,0,7
1,0.0,0.0,0.0,1,1,5,33,0,0,31
1,0.0,0.0,1.0,1,1,6,69,0,87,31
1,0.0,0.0,1.0,1,1,28,233,0,158,190
1,0.0,0.0,1.0,0,1,0,42,0,0,2
1,0.0,0.0,1.0,1,1,0,38,0,14,25
1,0.0,0.0,1.0,0,1,0,30,0,73,59
1,0.0,0.0,1.0,1,1,1,3,0,1,195
1,0.0,0.0,1.0,0,1,0,43,0,2,14
1,0.0,0.0,1.0,1,1,0,5,0,0,1
1,0.0,0.0,1.0,0,1,0,7,0,1,5
1,0.0,0.0,1.0,0,1,0,17,0,0,1
1,0.0,0.0,1.0,0,1,0,31,0,0,2
1,0.0,0.0,1.0,0,1,0,0,0,0,100
1,0.0,0.0,1.0,1,1,0,14,0,0,11
1,0.0,0.0,1.0,1,1,176,551,0,28,52
1,0.0,0.0,1.0,0,1,0,1,0,0,1
1,0.0,0.0,1.0,1,1,30,168,0,195,81
1,0.0,0.0,1.0,1,1,18,157,0,227,85
1,0.0,0.0,1.0,1,1,0,21,0,10,1
1,0.0,0.0,0.0,1,1,7,16,0,62,104
1,0.0,0.0,1.0,1,1,52,196,0,4,15
1,0.0,0.0,1.0,1,1,92,67,0,23,29
1,0.0,0.0,1.0,1,1,1,12,0,24,6
1,0.0,0.0,0.0,1,1,1,60,0,0,3
1,0.0,0.0,1.0,1,1,70,718,0,18,4
1,0.0,0.0,1.0,0,1,5,314,0,71,270
1,0.0,0.0,1.0,0,1,0,0,0,0,13
1,0.0,0.0,1.0,1,1,22,210,0,308,140
1,0.0,0.0,1.0,1,1,0,0,0,0,59
1,0.0,0.0,1.0,1,1,5,75,0,0,11
1,0.0,0.0,1.0,0,1,0,1,0,0,15
1,0.0,0.0,1.0,0,1,8,55,0,1,2
1,0.0,0.0,1.0,1,1,13,27,0,3,2
1,0.0,0.0,1.0,1,1,0,0,0,0,1
1,0.0,0.0,1.0,1,1,1,34,0,1,24
1,0.0,0.0,1.0,1,1,1,10,0,0,2
1,0.0,0.0,1.0,1,1,2,8,0,5,16
1,0.0,0.0,1.0,1,1,9,42,0,2,38
1,0.0,0.0,1.0,1,1,0,8,0,34,16
1,0.0,0.0,1.0,1,1,8,32,0,0,207
1,0.0,0.0,1.0,1,1,17,97,0,99,40
1,0.0,0.0,1.0,1,1,0,1,0,0,7
1,0.0,0.0,1.0,0,1,7,993,0,628,687
1,0.0,0.0,1.0,1,1,15,82,0,7,8
1,0.0,0.0,1.0,1,1,0,0,0,0,1
1,0.0,0.0,1.0,1,1,4,50,0,349,196
1,0.0,0.0,1.0,1,1,0,1,0,0,103
1,0.0,0.0,1.0,0,1,0,4,0,3,6
1,0.0,0.0,1.0,1,1,7,115,0,11,7
1,0.0,0.0,1.0,1,1,0,0,0,0,49
1,0.0,0.0,1.0,0,1,1,0,0,0,126
1,0.0,0.0,1.0,0,1,2,727,0,122,391
1,0.0,0.0,1.0,1,1,46,243,0,351,139
1,0.0,0.0,1.0,1,1,0,12,0,0,1
1,0.0,0.0,1.0,1,1,0,22,0,6,5
1,0.0,0.0,1.0,0,1,0,0,0,0,73
1,0.0,0.0,1.0,0,1,0,23,0,0,39
1,0.0,0.0,1.0,1,1,8,0,0,142,261
1,0.0,0.0,1.0,0,1,0,0,0,0,70
1,0.0,0.0,1.0,0,1,0,0,0,0,76
1,0.0,0.0,1.0,1,1,0,0,0,0,79
1,0.0,0.0,1.0,0,1,2,0,0,0,171
1,0.0,0.0,1.0,0,1,3,0,0,0,4
1,0.0,0.0,1.0,0,1,3,0,0,0,229
1,0.0,0.0,1.0,1,1,0,0,0,0,1
1,0.0,0.0,1.0,0,1,2,0,0,0,146
1,0.0,0.0,1.0,0,1,0,1,0,0,4
1,0.0,0.0,1.0,1,1,0,0,0,0,379
1,0.0,0.0,1.0,1,1,1,568,0,39,44
1,0.0,0.0,1.0,0,1,5,56,0,54,308
1,0.0,0.0,1.0,0,1,4,0,0,0,375
1,0.0,0.0,1.0,0,1,3,111,0,22,33
1,0.0,0.0,1.0,1,1,0,42,0,0,12
1,0.0,0.0,1.0,1,1,0,0,0,0,1
1,0.0,0.0,1.0,1,1,1,31,0,59,53
1,0.0,0.0,1.0,1,1,0,29,0,63,44
1,0.0,0.0,1.0,1,1,0,14,0,23,9
1,0.0,0.0,1.0,1,1,0,30,0,52,48
1,0.0,0.0,1.0,1,1,0,43,0,59,55
1,0.0,0.0,1.0,1,1,3,61,0,3,2
1,0.0,0.0,1.0,1,1,4,73,0,119,123
1,0.0,0.0,1.0,1,1,2,223,0,0,6
1,0.0,0.0,0.0,1,1,106,159,0,553,421
1,0.0,0.0,1.0,1,1,1,12,0,0,3
1,0.0,0.0,1.0,1,1,2,14,0,0,3
1,0.0,0.0,1.0,0,1,37,395,0,193,179
1,0.0,0.0,1.0,0,1,13,557,0,217,302
1,0.0,0.0,1.0,1,0,0,1,0,0,4
1,0.0,0.0,1.0,0,1,2,50,0,8,5
1,0.0,0.0,1.0,1,1,9466,5,22,4,275
1,0.0,0.0,1.0,1,1,0,0,0,0,17
1,0.0,0.0,1.0,0,1,0,3,0,6,13
1,0.0,0.0,1.0,1,1,4,11,0,7,34
1,0.0,0.0,1.0,1,1,0,1,0,0,110
1,0.0,0.0,1.0,0,1,0,0,0,0,7
1,0.0,0.0,1.0,0,1,0,10,0,2,6
1,0.0,0.0,1.0,0,1,1,149,0,138,157
1,0.0,0.0,1.0,1,1,0,14,0,9,13
1,0.0,0.0,1.0,1,1,0,24,0,0,6
1,0.0,0.0,1.0,0,1,1,0,0,0,177
1,0.0,0.0,1.0,0,1,0,92,0,0,1
1,0.0,0.0,1.0,0,1,2,0,0,0,288
1,0.0,0.0,1.0,0,1,3,0,0,0,167
1,0.0,0.0,1.0,0,1,2,109,0,1,2
1,0.0,0.0,1.0,0,1,1,188,0,44,81
1,0.0,0.0,1.0,0,1,2,0,0,0,244
1,0.0,0.0,1.0,1,1,0,0,0,0,2
1,0.0,1.0,1.0,1,1,0,0,0,41,42
1,0.0,0.0,1.0,0,1,2,0,0,0,221
1,0.0,0.0,1.0,0,1,0,0,0,0,85
1,0.0,0.0,1.0,1,1,0,850,0,0,385
1,0.0,0.0,1.0,0,1,0,101,0,0,18
1,0.0,0.0,1.0,1,1,0,0,0,0,367
1,0.0,0.0,1.0,1,1,1,66,0,150,168
1,0.0,0.0,1.0,0,1,19,111,0,621,562
1,0.0,0.0,1.0,0,1,0,0,0,0,1
1,0.0,0.0,1.0,1,1,2,71,0,183,207
1,0.0,0.0,1.0,1,0,168,381,1,72,143
1,0.0,0.0,1.0,1,1,1,69,0,160,185
1,0.0,0.0,1.0,0,1,0,5,0,0,4
1,0.0,0.0,1.0,1,1,0,7,0,10,14
1,0.0,0.0,1.0,1,1,0,0,0,0,29
1,0.0,0.0,1.0,0,1,0,0,0,0,66
1,0.0,0.0,1.0,0,1,3,4,0,1,12
1,0.0,0.0,1.0,0,1,0,19,0,9,5
1,0.0,0.0,1.0,1,1,320,42,0,29,95
1,0.0,0.0,1.0,0,1,1,12,0,2,69
1,0.0,0.0,1.0,1,1,30,452,0,266,742
1,0.0,0.0,0.0,1,1,1,2,0,0,3
1,0.0,0.0,1.0,1,1,2,674,0,0,2
1,0.0,0.0,1.0,1,1,0,0,0,0,1
1,0.0,0.0,1.0,1,1,1,17,0,29,9
1,0.0,1.0,1.0,1,1,12,31,0,28,26
1,0.0,0.0,1.0,0,1,1,0,0,217,188
1,0.0,0.0,1.0,0,1,8,0,0,669,626
1,0.0,0.0,1.0,0,1,6,0,0,538,429
1,0.0,0.0,1.0,1,1,0,0,0,0,20
1,0.0,0.0,1.0,1,1,2,144,0,18,16
1,0.0,0.0,1.0,0,1,0,157,0,36,77
1,0.0,0.0,0.0,1,1,1,33,0,4,17
1,0.0,0.0,1.0,1,1,1,43,0,99,118
1,0.0,0.0,1.0,1,1,1,4,0,14,21
1,0.0,0.0,1.0,0,1,3,0,0,280,285
1,0.0,0.0,1.0,1,1,3,1,0,0,4
1,0.0,0.0,1.0,1,1,29,119,0,143,171
1,0.0,0.0,1.0,0,1,0,0,0,0,10
1,0.0,0.0,1.0,0,1,0,1,0,0,1
1,0.0,0.0,1.0,1,1,0,0,0,0,136
1,0.0,0.0,1.0,1,1,10,135,0,8,17
1,0.0,0.0,1.0,1,1,37,144,0,10,21
1,0.0,0.0,1.0,1,1,426,603,0,246,77
1,0.0,0.0,1.0,0,1,0,0,0,0,41
1,0.0,0.0,1.0,0,1,1,201,0,35,33
1,0.0,0.0,1.0,0,1,0,0,0,0,78
1,0.0,0.0,1.0,0,1,16,118,0,56,5
1,0.0,0.0,1.0,0,1,1,136,0,30,110
1,0.0,0.0,1.0,0,1,0,0,0,0,32
1,0.0,0.0,1.0,0,1,0,0,0,0,56
1,0.0,0.0,1.0,0,1,1,0,0,0,81
1,0.0,0.0,1.0,0,1,0,0,0,0,94
1,0.0,0.0,1.0,0,1,0,0,0,0,10
1,0.0,0.0,1.0,0,1,0,0,0,0,6
1,0.0,0.0,1.0,0,1,1,1,0,1,3
1,0.0,0.0,1.0,0,1,0,0,0,0,77
1,0.0,0.0,1.0,0,1,0,0,0,0,35
1,0.0,0.0,1.0,1,1,5,25,0,7,8
1,0.0,0.0,1.0,1,1,8,51,0,0,15
1,0.0,0.0,1.0,0,1,0,0,0,0,3
1,0.0,0.0,1.0,0,1,0,0,0,0,5
1,0.0,0.0,1.0,0,1,0,0,0,0,9
1,0.0,0.0,1.0,0,1,0,0,0,0,18
1,0.0,0.0,1.0,0,1,0,0,0,0,53
1,0.0,0.0,1.0,0,1,1696,337,2,244,85
1,0.0,0.0,1.0,0,1,0,0,0,0,12
1,0.0,0.0,1.0,1,1,2,20,0,3,14
1,0.0,0.0,1.0,0,1,0,0,0,0,7
1,0.0,1.0,1.0,1,1,5,140,0,127,161
1,0.0,0.0,1.0,0,1,0,0,0,0,23
1,0.0,0.0,1.0,0,1,0,0,0,0,28
1,0.0,0.0,1.0,0,1,0,0,0,0,6
1,0.0,0.0,1.0,1,1,0,53,0,4,16
1,0.0,0.0,1.0,0,1,0,0,0,0,8
1,0.0,0.0,1.0,1,1,3,19,0,2,9
1,0.0,0.0,1.0,0,1,0,0,0,0,13
1,0.0,0.0,1.0,0,1,0,20,0,0,18
1,0.0,0.0,1.0,0,1,0,0,0,0,6
1,0.0,0.0,1.0,0,1,0,0,0,0,52
1,0.0,0.0,1.0,0,1,0,0,0,0,26
1,0.0,0.0,1.0,1,1,10,40,0,20,131
1,0.0,0.0,1.0,1,1,0,44,0,2,1
1,0.0,0.0,1.0,1,1,14,73,0,42,23
1,0.0,0.0,1.0,1,1,1,67,0,17,712
1,0.0,0.0,1.0,1,1,5,67,0,15,1068
1,0.0,0.0,1.0,1,1,7,115,1,11,1176
1,0.0,0.0,1.0,1,1,13,114,1,0,1235
1,0.0,0.0,1.0,1,1,24,67,0,9,731
1,0.0,0.0,1.0,1,1,1,11,1,0,1651
1,0.0,0.0,1.0,1,1,5,18,0,0,156
1,0.0,0.0,1.0,1,1,15,57,2,0,695
1,0.0,0.0,1.0,1,1,3,56,1,0,657
1,0.0,0.0,1.0,1,1,4,54,0,385,89
1,0.0,0.0,1.0,1,1,1,48,0,813,76
1,0.0,0.0,1.0,1,1,7,86,0,0,584
1,0.0,0.0,1.0,0,1,9,55,2,0,457
1,0.0,0.0,1.0,1,1,6,55,1,0,739
1,0.0,0.0,1.0,1,1,2,44,1,0,68
1,0.0,0.0,1.0,0,0,366,510,2,1395,4274
1,0.0,0.0,1.0,0,0,340,479,0,1388,4159
1,0.0,0.0,1.0,0,0,339,752,2,1452,4528
1,0.0,0.0,1.0,0,0,323,415,3,1345,4256
1,0.0,0.0,1.0,0,0,345,743,5,1364,4198
1,0.0,0.0,1.0,0,0,323,755,1,1333,4250
1,0.0,0.0,1.0,0,0,386,751,3,1424,4283
1,0.0,0.0,1.0,0,1,0,140,0,0,26
1,0.0,0.0,1.0,0,1,0,235,0,0,23
1,0.0,0.0,1.0,1,1,0,136,0,0,12
1,0.0,0.0,1.0,0,1,4,321,0,0,36
1,0.0,0.0,1.0,0,1,1,269,0,0,8
1,0.0,0.0,0.0,1,0,2746,4999,8,29071,28107
1,0.0,0.0,1.0,0,1,2,66,0,0,15
1,0.0,0.0,1.0,0,1,3,270,0,0,18
1,0.0,0.0,1.0,1,1,1,223,0,0,11
1,0.0,0.0,1.0,0,1,0,187,0,0,10
1,0.0,0.0,1.0,0,1,0,30,0,0,7
1,0.0,0.0,1.0,0,1,0,77,0,0,42
1,0.0,0.0,1.0,0,1,0,21,0,0,23
1,0.0,0.0,1.0,0,1,0,20,0,0,34
1,0.0,0.0,1.0,0,1,0,0,0,0,10
1,0.0,0.0,1.0,0,1,0,50,0,0,8
1,0.0,0.0,1.0,0,1,1,0,0,0,4
1,0.0,0.0,1.0,0,1,1,21,0,0,43
1,0.0,0.0,1.0,0,1,0,21,0,0,32
1,0.0,0.0,1.0,0,1,0,0,0,0,30
1,0.0,0.0,1.0,0,1,1,20,0,0,3
1,0.0,0.0,1.0,0,1,0,21,0,0,4
1,0.0,0.0,1.0,0,1,0,40,0,0,45
1,0.0,0.0,1.0,0,1,0,19,0,0,27
1,0.0,0.0,1.0,0,1,0,20,0,0,20
1,0.0,0.0,1.0,0,1,0,0,0,0,20
1,0.0,0.0,1.0,0,1,0,0,0,0,6
1,0.0,0.0,1.0,0,1,0,0,0,0,31
1,0.0,0.0,1.0,0,1,0,0,0,0,19
1,0.0,0.0,1.0,0,1,2,371,0,0,62
1,0.0,0.0,1.0,1,1,0,0,0,0,21
1,0.0,0.0,1.0,0,1,4,591,0,0,29
1,0.0,0.0,1.0,0,1,0,30,0,0,3
1,0.0,0.0,1.0,0,1,0,0,0,0,7
1,0.0,0.0,1.0,0,1,0,0,0,0,1
1,0.0,0.0,1.0,0,0,0,0,0,0,18
1,0.0,0.0,1.0,0,1,1,0,0,0,15
1,0.0,0.0,1.0,0,1,4,540,0,0,30
1,0.0,0.0,1.0,0,1,0,0,0,0,4
1,0.0,0.0,1.0,0,1,0,0,0,0,6
1,0.0,0.0,1.0,0,0,8,658,0,0,18
1,0.0,0.0,1.0,0,0,0,0,0,0,30
1,0.0,0.0,1.0,0,0,0,0,0,0,17
1,0.0,0.0,1.0,0,1,1,196,0,0,24
1,0.0,0.0,1.0,0,1,0,0,0,0,65
1,0.0,0.0,1.0,1,1,2,0,0,0,3
1,0.0,0.0,1.0,0,1,1,0,0,0,20
1,0.0,0.0,1.0,0,1,0,0,0,0,10
1,0.0,0.0,1.0,0,0,1,592,0,0,18
1,0.0,0.0,1.0,0,1,0,0,0,0,4
1,0.0,0.0,1.0,0,1,1,381,0,0,36
1,0.0,0.0,1.0,0,1,0,0,0,0,20
1,0.0,0.0,1.0,0,0,0,0,0,0,24
1,0.0,0.0,1.0,0,1,0,0,0,0,3
1,0.0,0.0,1.0,0,0,1,1132,0,0,29
1,0.0,0.0,1.0,0,1,0,0,0,0,2
1,0.0,0.0,1.0,0,1,0,0,0,0,51
1,0.0,0.0,1.0,0,1,2,118,0,0,73
1,0.0,0.0,1.0,0,1,3,405,0,0,42
1,0.0,0.0,1.0,0,1,0,0,0,0,22
1,0.0,0.0,1.0,0,1,1,0,0,0,30
1,0.0,0.0,1.0,0,1,2,0,0,0,18
1,0.0,0.0,1.0,0,1,1,161,0,0,40
1,0.0,0.0,1.0,0,0,0,0,0,0,7
1,0.0,0.0,1.0,0,0,1,0,0,0,37
1,0.0,0.0,1.0,0,1,1,0,0,0,20
1,0.0,0.0,1.0,0,0,0,0,0,0,25
1,0.0,0.0,1.0,0,1,2,176,0,0,36
1,0.0,0.0,1.0,0,1,0,0,0,0,32
1,0.0,0.0,1.0,0,1,3,157,0,0,30
1,0.0,0.0,1.0,0,1,0,0,0,0,6
1,0.0,0.0,1.0,0,0,0,0,0,0,29
1,0.0,0.0,1.0,0,1,0,175,0,0,45
1,0.0,0.0,1.0,0,1,1,210,0,0,82
1,0.0,0.0,1.0,0,1,0,250,0,0,31
1,0.0,0.0,1.0,1,1,1,0,0,0,8
1,0.0,0.0,1.0,0,1,0,0,0,0,2
1,0.0,0.0,1.0,0,1,0,0,0,0,4
1,0.0,0.0,1.0,0,1,0,0,0,0,7
1,0.0,0.0,1.0,0,1,0,0,0,0,26
1,0.0,0.0,1.0,0,0,0,0,0,0,1
1,0.0,0.0,1.0,0,1,2,285,0,0,22
1,0.0,0.0,1.0,1,0,1,373,0,0,82
1,0.0,0.0,1.0,0,1,0,0,0,0,10
1,0.0,0.0,1.0,0,1,1,326,0,0,24
1,0.0,0.0,1.0,0,1,3,0,0,0,6
1,0.0,0.0,1.0,0,1,0,0,0,0,3
1,0.0,0.0,1.0,0,1,2,373,0,0,37
1,0.0,0.0,1.0,0,1,0,0,0,0,15
1,0.0,0.0,1.0,0,0,0,0,0,0,2
1,0.0,0.0,1.0,1,0,5,0,0,0,33
1,0.0,0.0,1.0,1,1,0,0,0,0,22
1,0.0,0.0,1.0,0,1,0,0,0,0,2
1,0.0,0.0,1.0,0,1,1,0,0,0,37
1,0.0,0.0,1.0,0,1,3,295,0,0,42
1,0.0,0.0,1.0,0,1,6,627,0,0,18
1,0.0,0.0,1.0,0,0,2,426,0,0,27
1,0.0,0.0,1.0,1,1,0,0,0,0,14
1,0.0,0.0,1.0,1,1,5,307,0,0,31
1,0.0,0.0,1.0,1,1,1,131,0,0,75
1,0.0,0.0,1.0,1,0,0,0,0,0,8
1,0.0,0.0,1.0,1,1,2,360,0,0,27
1,0.0,0.0,1.0,1,1,0,0,0,0,26
1,0.0,0.0,1.0,1,0,2,0,0,0,32
1,0.0,0.0,1.0,0,0,0,0,0,0,18
1,0.0,0.0,1.0,1,1,6,229,0,0,32
1,0.0,0.0,1.0,0,0,1,0,0,0,52
1,0.0,0.0,1.0,0,0,0,0,0,0,3
1,0.0,0.0,1.0,0,0,1,0,0,0,8
1,0.0,0.0,1.0,1,1,2,0,0,0,6
1,0.0,0.0,1.0,1,0,2,142,0,0,65
1,0.0,0.0,1.0,0,1,2,0,0,0,7
1,0.0,0.0,1.0,1,1,1,0,0,0,6
1,0.0,0.0,0.0,0,1,10,9,0,1,623
1,0.0,0.0,1.0,1,1,2,0,0,0,35
1,0.0,1.0,1.0,1,1,75,80,0,1,1133
1,0.0,0.0,1.0,1,1,2,137,0,0,29
1,0.0,0.0,1.0,0,0,2,0,0,0,21
1,0.0,0.0,1.0,0,0,0,0,0,0,13
1,0.0,0.0,1.0,0,0,2,0,0,0,35
1,0.0,0.0,1.0,0,0,0,0,0,0,7
1,0.0,0.0,1.0,1,1,1,0,0,0,76
1,0.0,0.0,1.0,1,1,2,0,0,0,27
1,0.0,0.0,1.0,0,0,0,0,0,0,13
1,0.0,0.0,1.0,1,1,1,123,0,0,50
1,0.0,0.0,1.0,0,0,0,86,0,0,26
1,0.0,0.0,1.0,1,1,0,0,0,0,32
1,0.0,0.0,1.0,1,1,0,763,0,0,45
1,0.0,0.0,1.0,1,1,0,0,0,0,22
1,0.0,0.0,1.0,1,1,0,0,0,0,9
1,0.0,0.0,1.0,1,0,1,0,0,0,27
1,0.0,0.0,1.0,1,1,0,0,0,0,7
1,0.0,0.0,1.0,0,0,1,0,0,0,40
1,0.0,0.0,1.0,0,1,1,0,0,0,3
1,0.0,0.0,1.0,1,1,0,0,0,0,18
1,0.0,0.0,1.0,0,1,1,19,0,0,33
1,0.0,0.0,1.0,0,0,0,0,0,0,16
1,0.0,0.0,1.0,1,0,0,0,0,0,9
1,0.0,0.0,1.0,1,1,2,159,0,0,137
1,0.0,0.0,1.0,1,0,0,0,0,0,12
1,0.0,0.0,1.0,0,1,1,0,0,0,16
1,0.0,0.0,1.0,0,1,0,0,0,0,8
1,0.0,0.0,1.0,1,1,11,127,0,1254,1155
1,0.0,0.0,1.0,1,0,0,0,0,0,4
1,0.0,0.0,1.0,1,0,1,225,0,0,129
1,0.0,0.0,1.0,0,0,5,785,0,0,50
1,0.0,0.0,1.0,0,0,0,0,0,0,12
1,0.0,0.0,1.0,0,0,2,0,0,0,28
1,0.0,0.0,1.0,0,1,0,0,0,0,3
1,0.0,0.0,1.0,1,0,0,0,0,0,3
1,0.0,0.0,1.0,0,0,1,0,0,0,6
1,0.0,0.0,1.0,0,0,0,64,0,0,82
1,0.0,0.0,1.0,0,0,2,30,0,0,60
1,0.0,0.0,1.0,0,0,1,68,0,0,51
1,0.0,0.0,1.0,0,0,1,67,0,0,33
1,0.0,0.0,1.0,0,0,1,313,0,0,62
1,0.0,0.0,1.0,0,0,0,29,0,0,45
1,0.0,0.0,1.0,0,0,1,0,0,0,83
1,0.0,0.0,1.0,1,0,0,0,0,0,39
1,0.0,0.0,1.0,0,0,0,80,0,0,75
1,0.0,0.0,1.0,0,0,0,36,0,0,42
1,0.0,0.0,1.0,0,0,0,114,0,0,28
1,0.0,0.0,1.0,0,0,0,69,0,0,74
1,0.0,0.0,1.0,0,1,3,96,0,0,100
1,0.0,0.0,1.0,0,0,5,67,0,0,86
1,0.0,0.0,1.0,0,0,0,35,0,0,94
1,0.0,0.0,1.0,0,1,0,0,0,0,92
1,0.0,0.0,1.0,1,0,2,683,0,0,61
1,0.0,0.0,1.0,1,1,1,0,0,0,1
1,0.0,0.0,1.0,0,1,0,29,0,0,40
1,0.0,0.0,1.0,0,1,0,40,0,0,67
1,0.0,0.0,1.0,0,1,0,20,0,0,73
1,0.0,0.0,1.0,0,1,1,20,0,0,91
1,0.0,0.0,1.0,1,1,0,0,0,0,3
1,0.0,0.0,1.0,0,1,1,487,0,0,25
1,0.0,0.0,1.0,0,0,0,60,0,0,55
1,0.0,0.0,1.0,0,1,0,475,0,0,72
1,0.0,0.0,1.0,0,0,0,0,0,0,25
1,0.0,0.0,1.0,0,1,0,0,0,0,18
1,0.0,0.0,1.0,0,1,1,21,0,0,74
1,0.0,0.0,1.0,0,1,3,108,0,0,115
1,0.0,0.0,1.0,0,1,1,0,1,0,109
1,0.0,0.0,1.0,0,1,0,21,0,0,87
1,0.0,0.0,1.0,0,1,2,120,0,0,27
1,0.0,0.0,1.0,0,0,1,0,0,0,51
1,0.0,0.0,1.0,0,0,0,49,0,0,5
1,0.0,0.0,1.0,0,1,0,48,0,0,20
1,0.0,0.0,1.0,0,1,0,22,0,0,25
1,0.0,0.0,1.0,0,0,0,6,0,0,21
1,0.0,0.0,1.0,1,1,21,40,0,1343,1202
1,0.0,0.0,1.0,1,1,147,333,0,2368,336
1,0.0,0.0,1.0,1,1,6,215,0,635,250
1,0.0,0.0,1.0,1,1,26,55,0,387,334
1,0.0,0.0,1.0,1,1,33,72,0,363,332
1,0.0,0.0,1.0,1,0,2351,196,0,1400,7993
1,0.0,0.0,1.0,0,1,3,150,0,7,22
1,0.0,0.0,1.0,1,1,58,45,0,3,18
1,0.0,0.0,1.0,0,1,2,82,0,2,24
1,0.0,0.0,1.0,1,1,0,44,0,3,8
1,0.0,0.0,1.0,1,1,1,145,0,325,260
